Molecule,Form,Brand,Manufacturer,2009_Sales,2010_Sales,2011_Sales,2012_Sales,2013_Sales,2014_Sales,2015_Sales
PHENYLEPHRINE,I INJECTABLES,BRANDED GENERIC,ECLAT PHARMA,,,,,,"$1,809,527 ","$2,493,761 "
PHENYLEPHRINE,I INJECTABLES,GENERIC,AMERICAN REGENT,"$1,230,779 ","$1,855,707 ","$3,093,452 ","$664,834 ","$3,869 ",$596 ,$22 
PHENYLEPHRINE,I INJECTABLES,GENERIC,CENTRAL ADMIXTURE,,,,"$1,882 ","$11,610 ","$14,008 ","$4,513 "
PHENYLEPHRINE,I INJECTABLES,GENERIC,PHARMEDIUM,,"$10,634 ","$15,669 ","$257,638 ","$560,233 ","$389,920 ","$93,513 "
PHENYLEPHRINE,I INJECTABLES,GENERIC,SANDOZ,"$2,269,492 ","$3,693,372 ","$4,608,493 ","$6,599,269 ","$11,834,155 ","$11,670,937 ","$2,092,625 "
PHENYLEPHRINE,I INJECTABLES,GENERIC,TEVA PARENTERAL ME,"$1,531,836 ","$656,051 ","$8,368 ",,,,
PHENYLEPHRINE,I INJECTABLES,GENERIC,WEST WARD,"$1,528,032 ","$2,703,488 ","$3,125,448 ","$7,437,021 ","$28,642,484 ","$32,331,613 ","$7,581,825 "
PHENYLEPHRINE,M MOUTH & THROAT,OTHER,NOVARTIS CONS HLTH,"$38,099 ","$63,770 ","$10,244 ",$20 ,$4 ,,
PHENYLEPHRINE,N NASAL,OTHER,BAYER CONSUMER CAR,"$3,658,531 ","$5,993,765 ","$5,585,695 ","$5,780,206 ","$6,273,633 ","$6,160,106 ","$1,725,191 "
PHENYLEPHRINE,N NASAL,OTHER,NOVARTIS CONS HLTH,"$7,481 ","$69,149 ","$76,408 ","$11,661 ",,,
PHENYLEPHRINE,N NASAL,OTHER,PRIVATE LABEL,"$787,990 ","$922,610 ","$447,885 ","$415,169 ","$405,164 ","$398,944 ","$100,273 "
PHENYLEPHRINE,N NASAL,OTHER,PROCTER & G OTC,"$411,452 ","$1,303,912 ","$832,066 ","$57,611 ",,,
PHENYLEPHRINE,N NASAL,OTHER,SCHERER LABS,"$26,605 ","$43,958 ","$40,760 ","$36,841 ","$37,719 ","$40,062 ","$10,532 "
PHENYLEPHRINE,O ORALS,BRANDED GENERIC,HAWTHORN PHARM,"$1,120 ",,,,,,
PHENYLEPHRINE,O ORALS,BRANDED GENERIC,QUALITEST PRODUCTS,$560 ,,,,,,
PHENYLEPHRINE,O ORALS,OTHER,A-S MEDICATION,"$2,450 ","$4,080 ","$1,477 ","$2,967 ","$5,165 ","$8,286 ","$2,398 "
PHENYLEPHRINE,O ORALS,OTHER,MAJOR PHARM,"$53,165 ","$91,287 ","$143,435 ","$127,462 ","$149,933 ","$167,237 ","$52,207 "
PHENYLEPHRINE,O ORALS,OTHER,MCNEIL CONS & SPEC,"$9,874,333 ","$8,584,128 ","$272,149 ","$1,181,860 ","$1,833,085 ","$1,430,913 ","$486,761 "
PHENYLEPHRINE,O ORALS,OTHER,MEDA PHARM,$139 ,,,,,,
PHENYLEPHRINE,O ORALS,OTHER,MEDIQUE PRODS,"$5,062 ","$9,379 ","$10,635 ","$10,675 ","$13,292 ","$12,541 ","$4,006 "
PHENYLEPHRINE,O ORALS,OTHER,PRESTIGE BRANDS,"$235,922 ","$129,820 ","$7,521 ","$8,821 ",$146 ,,
PHENYLEPHRINE,O ORALS,OTHER,PRIVATE LABEL,"$1,098,411 ","$1,945,603 ","$2,215,257 ","$1,485,654 ","$2,315,726 ","$2,721,110 ","$894,667 "
PHENYLEPHRINE,P OPHTHALMICS,BRANDED GENERIC,NOVARTIS VISION,"$404,524 ","$1,184,266 ","$956,044 ","$111,934 ","$133,083 ","$152,858 ",
PHENYLEPHRINE,P OPHTHALMICS,BRANDED GENERIC,OCUSOFT INC,,,"$3,823 ","$41,347 ","$15,984 ",$401 ,
PHENYLEPHRINE,P OPHTHALMICS,GENERIC,"AKORN, INC","$742,982 ","$1,073,416 ","$1,780,404 ","$2,421,716 ","$3,891,978 ","$3,553,046 ","$179,674 "
PHENYLEPHRINE,P OPHTHALMICS,GENERIC,HUB PHARMACEUTICAL,"$1,847 ","$31,156 ","$5,614 ","$12,612 ","$3,666 ",,
PHENYLEPHRINE,P OPHTHALMICS,GENERIC,SANDOZ,"$370,351 ","$714,195 ","$2,624,365 ","$3,290,497 ","$5,065,912 ","$2,476,888 ",$160 
PHENYLEPHRINE,P OPHTHALMICS,GENERIC,VALEANT PHARM,"$375,735 ","$777,774 ","$3,258,672 ","$2,174,872 ","$1,740,168 ","$17,182,915 ","$8,615,827 "
PHENYLEPHRINE,Y ALL OTHERS,GENERIC,MEDISCA INC,,,,,$485 ,$587 ,$816 
PHENYLEPHRINE!POLYVINYL ALCOHOL,P OPHTHALMICS,OTHER,ALLERGAN,"$634,102 ","$5,998,255 ","$3,400,124 ","$536,202 ","$5,868 ",$8 ,
PHENYLEPHRINE!PRAMOXINE,"A RECTALS,TOPICAL",OTHER,PFIZER CPD,"$3,751,187 ","$5,571,150 ","$5,871,832 ","$6,984,569 ","$10,590,873 ","$15,109,596 ","$3,848,930 "
PHENYLEPHRINE!PROMETHAZINE,O ORALS,GENERIC,ACTAVIS,"$193,081 ","$15,604 ","$1,100 ","$381,401 ",$410 ,,
PHENYLEPHRINE!PROMETHAZINE,O ORALS,GENERIC,A-S MEDICATION,$52 ,$52 ,,,,,
PHENYLEPHRINE!PROMETHAZINE,O ORALS,GENERIC,QUALITEST PRODUCTS,"$1,784,238 ","$2,796,080 ","$3,573,239 ","$3,314,642 ","$6,323,593 ","$8,434,385 ","$2,694,012 "
PHENYLEPHRINE!PYRILAMINE,O ORALS,BRANDED GENERIC,ALLAN PHARM,$91 ,,,,,,
PHENYLEPHRINE!PYRILAMINE,O ORALS,BRANDED GENERIC,AMNEAL PHARM,$103 ,,,,,,
PHENYLEPHRINE!PYRILAMINE,O ORALS,BRANDED GENERIC,ATHLON PHARM,$27 ,,,,,,
PHENYLEPHRINE!PYRILAMINE,O ORALS,BRANDED GENERIC,BRECKENRIDGE,$87 ,,,,,,
PHENYLEPHRINE!PYRILAMINE,O ORALS,BRANDED GENERIC,"CHIESI USA, INC","$153,673 ","$6,356 ",,,,,
PHENYLEPHRINE!PYRILAMINE,O ORALS,BRANDED GENERIC,HI-TECH PHARMACAL,"$35,066 ",$805 ,,,,,
PHENYLEPHRINE!PYRILAMINE,O ORALS,BRANDED GENERIC,MACOVEN PHARM,,"$356,985 ","$839,149 ","$1,329,606 ","$1,562,388 ","$25,200 ",
PHENYLEPHRINE!PYRILAMINE,O ORALS,BRANDED GENERIC,MEDA PHARM,"$395,038 ","$469,810 ","$141,668 ",,,,
PHENYLEPHRINE!PYRILAMINE,O ORALS,BRANDED GENERIC,POLY PHARM,,"$79,020 ","$464,495 ","$947,942 ","$841,474 ","$6,713 ",$62 
PHENYLEPHRINE!PYRILAMINE,O ORALS,BRANDED GENERIC,ZYBER PHARM,"$3,023,353 ","$4,443,229 ","$5,094,823 ","$4,406,607 ","$1,335,869 ","$37,264 ","$1,696 "
PHENYLEPHRINE!PYRILAMINE,O ORALS,OTHER,ACELLA PHARM,,,,"$77,570 ","$105,661 ","$56,949 ","$7,957 "
PHENYLEPHRINE!PYRILAMINE,O ORALS,OTHER,CARWIN ASSOCIATES,"$2,534 ","$4,638 ","$122,190 ","$521,845 ","$381,484 ",$557 ,$45 
PHENYLEPHRINE!PYRILAMINE,O ORALS,OTHER,POLY PHARM,,,,,"$20,623 ","$527,659 ","$208,695 "
PHENYLEPHRINE!PYRILAMINE,O ORALS,OTHER,PRO-PHARMA LLC,,,$172 ,"$19,226 ","$11,456 ","$5,986 ",$360 
PHENYLEPHRINE!PYRILAMINE,O ORALS,OTHER,XSPIRE PHARMA,,,,,"$37,063 ","$229,692 ","$48,445 "
PHENYLEPHRINE!SCOPOLAMINE,P OPHTHALMICS,BRANDED GENERIC,BAUSCH & LOMB,"$39,298 ","$6,362 ",,,,,
PHENYLEPHRINE!SHARK,"A RECTALS,TOPICAL",OTHER,PRIVATE LABEL,"$1,378,140 ","$2,203,131 ","$1,234,164 ","$919,493 ","$1,362,676 ","$1,376,692 ","$365,913 "
PHENYLEPHRINE!THONZYLAMINE,O ORALS,OTHER,G. M. PHARM,,,,$702 ,"$39,048 ","$270,350 ","$110,968 "
PHENYTOIN,I INJECTABLES,GENERIC,HOSPIRA,"$424,539 ","$420,870 ",$926 ,,,,
PHENYTOIN,I INJECTABLES,GENERIC,REPACKAGER,"$12,951 ",,,,"$2,090 ","$5,019 ",$252 
PHENYTOIN,I INJECTABLES,GENERIC,WEST WARD,"$1,781,788 ","$3,488,819 ","$2,482,082 ","$1,701,228 ","$1,709,702 ","$1,603,082 ","$399,187 "
PHENYTOIN,I INJECTABLES,GENERIC,X-GEN PHARM INC,,,"$135,772 ","$873,424 ","$440,948 ","$349,469 ","$68,892 "
PHENYTOIN,O ORALS,BRAND,PFIZER,"$56,833,567 ","$84,684,225 ","$81,006,523 ","$73,489,949 ","$59,922,688 ","$58,571,106 ","$14,902,229 "
PHENYTOIN,O ORALS,BRANDED GENERIC,MYLAN,"$4,075,286 ","$3,832,810 ","$3,120,582 ","$2,015,502 ","$2,492,306 ","$4,113,314 ","$1,042,701 "
PHENYTOIN,O ORALS,GENERIC,ACTAVIS,"$2,153,250 ","$2,503,840 ","$1,914,187 ","$1,974,207 ","$1,629,974 ","$1,093,691 ","$169,217 "
PHENYTOIN,O ORALS,GENERIC,AMERICAN HLTH PKG,,"$91,095 ","$231,297 ","$319,112 ","$521,172 ","$378,439 ","$130,340 "
PHENYTOIN,O ORALS,GENERIC,AMNEAL PHARM,"$1,944,620 ","$13,475,483 ","$22,028,973 ","$13,824,052 ","$10,930,571 ","$8,593,542 ","$4,571,831 "
PHENYTOIN,O ORALS,GENERIC,A-S MEDICATION,"$2,324 ","$3,686 ","$3,529 ","$2,457 ","$1,893 ","$2,495 ",$608 
PHENYTOIN,O ORALS,GENERIC,AVPAK,,$110 ,"$6,050 ","$33,133 ","$10,656 ",,
PHENYTOIN,O ORALS,GENERIC,GREENSTONE LTD,,,,"$74,159 ","$4,036,257 ","$3,600,674 ","$1,129,248 "
PHENYTOIN,O ORALS,GENERIC,MAJOR PHARM,,,"$18,358 ","$3,660 ",,,
PHENYTOIN,O ORALS,GENERIC,MORTON GROVE PHARM,"$1,975,934 ","$2,801,043 ","$2,790,586 ","$2,147,234 ","$1,795,028 ","$1,937,736 ","$406,251 "
PHENYTOIN,O ORALS,GENERIC,MYLAN,"$38,573,793 ","$39,688,796 ","$26,530,460 ","$16,905,133 ","$18,205,314 ","$19,674,915 ","$4,662,449 "
PHENYTOIN,O ORALS,GENERIC,MYLAN INSTITUTION,"$609,318 ","$820,407 ","$795,781 ","$716,872 ","$1,017,238 ","$1,674,578 ","$486,735 "
PHENYTOIN,O ORALS,GENERIC,PRASCO LABS,"$76,317 ",$300 ,,,,,
PHENYTOIN,O ORALS,GENERIC,PRECISION DOSE,"$219,075 ","$487,695 ","$593,778 ","$514,494 ",$478 ,,
PHENYTOIN,O ORALS,GENERIC,REPACKAGER,"$1,249,767 ","$1,652,876 ","$1,300,719 ","$925,728 ","$394,691 ","$644,452 ","$196,098 "
PHENYTOIN,O ORALS,GENERIC,SOUTHWOOD PHARM,,,,,$460 ,,
PHENYTOIN,O ORALS,GENERIC,SUN PHARMACEUTICAL,"$7,108,452 ","$9,129,503 ","$6,599,148 ","$6,348,190 ","$5,626,242 ","$3,011,380 ","$1,017,792 "
PHENYTOIN,O ORALS,GENERIC,TARO PHARM,"$7,961,350 ","$12,772,417 ","$16,019,019 ","$16,912,433 ","$16,865,583 ","$34,795,234 ","$11,624,424 "
PHENYTOIN,O ORALS,GENERIC,VISTA,,"$653,936 ","$1,156,393 ","$355,056 ","$925,736 ","$342,141 ","$236,203 "
PHENYTOIN,O ORALS,GENERIC,WOCKHARDT AMERICA,"$996,974 ","$1,581,468 ","$969,691 ","$891,732 ","$555,913 ","$3,208 ",$27 
PHENYTOIN,O ORALS,GENERIC,XACT-DOSE,"$10,018 ","$6,412 ",,,,,
PHENYTOIN,Y ALL OTHERS,GENERIC,LETCO MED,,,,,"$62,760 ","$87,620 ","$6,873 "
PHENYTOIN,Y ALL OTHERS,GENERIC,MEDISCA INC,,,,,$263 ,"$1,129 ",$42 
PHOSPHORIC ACID,"A RECTALS,TOPICAL",OTHER,FLEET,"$4,860,843 ","$7,423,826 ","$9,918,995 ","$24,020,750 ","$12,907,501 ","$9,215,037 ","$2,582,634 "
PHOSPHORIC ACID,"A RECTALS,TOPICAL",OTHER,QUALITEST PRODUCTS,"$54,916 ","$45,710 ","$7,686 ",,,,
PHOSPHORIC ACID,O ORALS,BRANDED GENERIC,BEACH,"$279,658 ","$400,493 ","$481,410 ","$556,266 ","$910,839 ","$1,324,059 ","$339,064 "
PHOSPHORIC ACID,O ORALS,OTHER,PRIVATE LABEL,"$5,958 ","$115,505 ","$140,407 ","$110,084 ",$627 ,,
PHOSPHORUS,O ORALS,BRANDED GENERIC,RISING PHARM,"$423,437 ","$911,209 ","$1,058,765 ","$1,434,757 ","$1,936,516 ","$3,628,446 ","$958,731 "
PHYSOSTIGMINE,I INJECTABLES,GENERIC,"AKORN, INC",,"$36,879 ","$491,132 ","$251,453 ","$339,364 ","$557,360 ","$267,812 "
PHYSOSTIGMINE,I INJECTABLES,GENERIC,REPACKAGER,,,,,$201 ,"$1,138 ",$264 
PHYSOSTIGMINE,I INJECTABLES,GENERIC,TAYLOR PHARM,"$348,609 ","$102,558 ","$10,727 ","$3,714 ",$162 ,$48 ,
PHYTONADIONE,I INJECTABLES,GENERIC,HOSPIRA,"$16,548,273 ","$23,184,137 ","$19,213,701 ","$12,961,594 ","$16,323,974 ","$29,083,475 ","$8,590,496 "
PHYTONADIONE,I INJECTABLES,GENERIC,INTL MED SYSTEM,"$5,478,724 ","$8,726,663 ","$11,158,354 ","$10,624,687 ","$9,895,367 ","$10,721,417 ","$2,858,676 "
PHYTONADIONE,I INJECTABLES,GENERIC,REPACKAGER,"$130,926 ","$168,121 ","$110,074 ","$31,360 ","$60,213 ","$59,268 ","$8,975 "
PHYTONADIONE,O ORALS,BRAND,VALEANT PHARM,"$11,990,639 ","$31,298,034 ","$30,938,248 ","$33,969,564 ","$46,306,067 ","$74,462,618 ","$26,597,899 "
PHYTONADIONE,Y ALL OTHERS,GENERIC,LETCO MED,,,,,"$60,241 ","$103,140 ","$10,050 "
PHYTONADIONE,Y ALL OTHERS,GENERIC,MEDISCA INC,,,"$3,204 ","$1,280 ","$1,303 ","$1,285 ",$428 
PHYTOSTEROLS,O ORALS,OTHER,BAYER CONSUMER CAR,"$1,281,896 ","$690,841 ","$171,498 ","$3,924 ",,,
PILOCARPINE,O ORALS,BRANDED GENERIC,EISAI INC,"$1,173,007 ","$1,063,650 ","$696,448 ","$490,952 ","$373,975 ","$918,853 ","$151,900 "
PILOCARPINE,O ORALS,GENERIC,ACTAVIS,"$950,402 ","$2,625,949 ","$2,719,052 ","$2,133,844 ","$2,547,313 ","$6,868,930 ","$2,093,246 "
PILOCARPINE,O ORALS,GENERIC,COREPHARMA,,,"$278,093 ","$520,733 ",$743 ,,
PILOCARPINE,O ORALS,GENERIC,GLOBAL PHARM CORP,"$695,820 ","$1,391,786 ","$1,561,176 ","$1,881,428 ","$949,309 ","$55,270 ",$762 
PILOCARPINE,O ORALS,GENERIC,LANNETT,"$1,332,987 ","$2,875,828 ","$2,204,673 ","$4,864,236 ","$6,878,563 ","$12,220,310 ","$4,008,709 "
PILOCARPINE,O ORALS,GENERIC,ROXANE,"$503,392 ","$1,364,123 ","$1,644,560 ","$198,876 ","$235,729 ","$78,591 ",$167 
PILOCARPINE,O ORALS,GENERIC,SANDOZ,"$2,713,231 ","$1,646,112 ","$781,231 ","$1,368 ","$3,775 ",,
PILOCARPINE,P OPHTHALMICS,BRANDED GENERIC,"AKORN, INC",,,,"$3,360,578 ","$965,261 ","$20,356 ",
PILOCARPINE,P OPHTHALMICS,BRANDED GENERIC,NOVARTIS VISION,"$1,627,582 ","$2,557,605 ","$3,276,479 ","$3,539,521 ","$2,252,083 ","$2,272,765 ","$523,098 "
PILOCARPINE,P OPHTHALMICS,GENERIC,BAUSCH & LOMB,"$444,513 ","$4,444,842 ","$3,872,987 ","$647,652 ","$9,285 ","$5,302 ",$516 
PILOCARPINE,P OPHTHALMICS,GENERIC,NOVARTIS VISION,"$146,747 ","$105,222 ",$161 ,,,,
PILOCARPINE,P OPHTHALMICS,GENERIC,QUALITEST PRODUCTS,$819 ,"$1,030 ",$792 ,$864 ,$809 ,"$1,221 ",$294 
PILOCARPINE,P OPHTHALMICS,GENERIC,SANDOZ,"$219,954 ","$2,009,968 ","$5,142,779 ","$7,684,255 ","$19,081,571 ","$21,686,311 ","$5,393,712 "
PILOCARPINE,Y ALL OTHERS,GENERIC,MEDISCA INC,,,,,$667 ,"$1,268 ",$358 
PIMECROLIMUS,D DERMATOLOGICALS,BRAND,VALEANT PHARM,"$57,522,422 ","$78,461,336 ","$84,752,664 ","$107,893,230 ","$122,628,887 ","$131,613,768 ","$36,899,622 "
PIMOBENDAN,Y ALL OTHERS,GENERIC,LETCO MED,,,,"$1,953 ",,,
PIMOZIDE,O ORALS,BRAND,TEVA SELECT BRANDS,"$2,775,591 ","$4,310,707 ","$4,779,996 ","$4,959,985 ","$5,324,441 ","$5,790,356 ","$1,492,568 "
PINDOLOL,O ORALS,GENERIC,CARACO PHARM,,,,,,"$4,204,075 ","$1,043,259 "
PINDOLOL,O ORALS,GENERIC,MYLAN,"$1,118,420 ","$3,096,094 ","$10,991,813 ","$11,486,993 ","$12,291,710 ","$8,247,910 ","$1,534,604 "
PINDOLOL,O ORALS,GENERIC,TEVA PHARMACEUTICA,$25 ,$11 ,,,,,
PIOGLITAZONE,O ORALS,BRAND,TAKEDA PHARM USA,"$2,318,908,345 ","$3,697,282,018 ","$3,615,861,016 ","$1,645,858,472 ","$58,911,368 ","$20,584,736 ","$3,422,331 "
PIOGLITAZONE,O ORALS,GENERIC,ACCORD HEALTHCARE,,,,,"$1,913,716 ","$9,264,166 ","$1,904,222 "
PIOGLITAZONE,O ORALS,GENERIC,ACTAVIS,,,,"$6,254,661 ","$22,060,475 ","$1,373,993 ","$324,134 "
PIOGLITAZONE,O ORALS,GENERIC,AMERICAN HLTH PKG,,,,"$317,722 ","$514,201 ","$119,560 ","$3,638 "
PIOGLITAZONE,O ORALS,GENERIC,A-S MEDICATION,,,,$562 ,"$12,999 ","$23,328 ","$4,915 "
PIOGLITAZONE,O ORALS,GENERIC,AUROBINDO PHARM,,,,,"$36,986 ","$27,104 ",
PIOGLITAZONE,O ORALS,GENERIC,BRECKENRIDGE,,,,,"$57,651 ","$1,381,273 ",
PIOGLITAZONE,O ORALS,GENERIC,GEN-SOURCE RX,,,,,,"$227,042 ","$66,820 "
PIOGLITAZONE,O ORALS,GENERIC,INTERNATL LABS,,,,,,"$1,809 ",$929 
PIOGLITAZONE,O ORALS,GENERIC,MACLEODS PHARMA,,,,,,"$116,003 ","$51,433 "
PIOGLITAZONE,O ORALS,GENERIC,MYLAN,,,,"$136,420,098 ","$63,488,162 ","$14,341,943 ","$3,539,129 "
PIOGLITAZONE,O ORALS,GENERIC,MYLAN INSTITUTION,,,,"$374,844 ","$414,491 ","$222,304 ","$67,605 "
PIOGLITAZONE,O ORALS,GENERIC,RANBAXY PHARM,,,,"$65,517,618 ","$34,323,932 ","$445,288 ","$8,009 "
PIOGLITAZONE,O ORALS,GENERIC,SANDOZ,,,,,"$214,260 ","$646,385 ","$206,343 "
PIOGLITAZONE,O ORALS,GENERIC,TEVA PHARMACEUTICA,,,,"$91,829,650 ","$26,000,219 ","$7,109,771 ","$1,704,699 "
PIOGLITAZONE,O ORALS,GENERIC,TORRENT PHARM,,,,,"$1,960,155 ","$1,949,353 ","$516,480 "
PIPERACILLIN,I INJECTABLES,BRANDED GENERIC,FRESENIUS KABI USA,"$655,160 ","$471,700 ","$2,143 ",,,,
PIPERACILLIN!TAZOBACTAM,I INJECTABLES,BRAND,PFIZER,"$545,208,294 ","$703,251,429 ","$455,598,628 ","$382,176,785 ","$348,585,170 ","$332,967,797 ","$89,027,583 "
PIPERACILLIN!TAZOBACTAM,I INJECTABLES,GENERIC,APOTEX CORP,"$18,944,525 ","$38,519,673 ","$23,399,204 ","$10,258,196 ","$8,251,364 ","$15,614,779 ","$1,166,340 "
PIPERACILLIN!TAZOBACTAM,I INJECTABLES,GENERIC,AUROMEDICS PHARMA,,,,"$2,523,620 ","$14,609,615 ","$24,574,336 ","$7,815,883 "
PIPERACILLIN!TAZOBACTAM,I INJECTABLES,GENERIC,FRESENIUS KABI USA,,,"$3,425,463 ","$13,193,653 ","$17,395,709 ","$29,351,348 ","$5,177,324 "
PIPERACILLIN!TAZOBACTAM,I INJECTABLES,GENERIC,HOSPIRA,,"$3,994,913 ","$21,055,149 ","$30,222,011 ","$35,948,659 ","$40,023,952 ","$17,196,973 "
PIPERACILLIN!TAZOBACTAM,I INJECTABLES,GENERIC,SAGENT PHARM,,,"$2,088,209 ","$4,942,775 ","$2,169,386 ","$3,836,329 ","$391,920 "
PIPERACILLIN!TAZOBACTAM,I INJECTABLES,GENERIC,SANDOZ,,"$3,581,149 ","$22,681,038 ","$17,169,621 ","$10,907,097 ","$7,722,731 ","$2,455 "
PIPERACILLIN!TAZOBACTAM,I INJECTABLES,GENERIC,WG CRITICAL CARE,,,,"$133,150 ","$2,803,987 ","$9,552,122 ","$4,052,788 "
PIPERIDINE MISCELLANEOUS,O ORALS,BRAND,AEGERION PHARMA,,,,,,,"$21,431 "
PIPERONYL BUTOXIDE!PYRETHRINS,D DERMATOLOGICALS,OTHER,BAYER CONSUMER CAR,"$4,671,706 ","$7,895,891 ","$8,183,768 ","$8,354,810 ","$9,289,850 ","$8,949,738 ","$2,078,027 "
PIPERONYL BUTOXIDE!PYRETHRINS,D DERMATOLOGICALS,OTHER,BLOCK,$5 ,,,,,,
PIPERONYL BUTOXIDE!PYRETHRINS,D DERMATOLOGICALS,OTHER,DEL PHARMACEUTICAL,"$128,230 ","$243,107 ","$658,340 ","$541,708 ","$4,429 ",$604 ,
PIPERONYL BUTOXIDE!PYRETHRINS,D DERMATOLOGICALS,OTHER,HOGIL PHARM,$279 ,,,,,,
PIPERONYL BUTOXIDE!PYRETHRINS,D DERMATOLOGICALS,OTHER,MAJOR PHARM,$44 ,"$18,220 ","$24,402 ","$17,730 ","$27,884 ","$34,717 ","$7,817 "
PIPERONYL BUTOXIDE!PYRETHRINS,D DERMATOLOGICALS,OTHER,PRIVATE LABEL,"$200,077 ","$503,918 ","$1,265,922 ","$1,746,967 ","$1,795,571 ","$1,963,015 ","$507,023 "
PIPERONYL BUTOXIDE!PYRETHRINS,D DERMATOLOGICALS,OTHER,TEVA PHARMACEUTICA,"$58,866 ","$3,322 ",,,,,
PIPERONYL BUTOXIDE!PYRETHRINS,T OTHER TOPICALS,OTHER,ARR HEALTH TECHNOL,,,,,$13 ,$157 ,$91 
PIPERONYL BUTOXIDE!PYRETHRINS,T OTHER TOPICALS,OTHER,BAYER CONSUMER CAR,"$5,536,873 ","$10,611,078 ","$14,686,284 ","$16,458,473 ","$17,468,802 ","$18,988,105 ","$5,324,687 "
PIPERONYL BUTOXIDE!PYRETHRINS,T OTHER TOPICALS,OTHER,PRIVATE LABEL,"$326,403 ","$576,616 ","$590,247 ","$811,932 ","$939,515 ","$893,890 ","$195,774 "
PIRACETAM,Y ALL OTHERS,GENERIC,LETCO MED,,$940 ,"$1,222 ","$1,392 ","$1,267 ","$1,350 ",$250 
PIRACETAM,Y ALL OTHERS,GENERIC,MEDISCA INC,,,,$154 ,$671 ,$292 ,$18 
PIRBUTEROL,H INHALANTS,BRAND,VALEANT PHARM,"$24,673,072 ","$34,666,418 ","$29,669,799 ","$20,287,446 ","$37,942,882 ","$206,661 ",
PIRFENIDONE,O ORALS,BRAND,INTERMUNE PHARM,,,,,,"$2,737,654 ","$50,456,668 "
PIROXICAM,O ORALS,BRAND,PFIZER,"$791,548 ","$7,441,948 ","$1,864,621 ","$681,522 ","$506,340 ","$529,204 ","$113,804 "
PIROXICAM,O ORALS,GENERIC,A-S MEDICATION,"$2,829 ","$8,519 ","$10,773 ","$10,835 ","$4,779 ","$6,261 ",$348 
PIROXICAM,O ORALS,GENERIC,AV KARE INC,,,,,"$512,913 ","$1,265,232 ","$92,810 "
PIROXICAM,O ORALS,GENERIC,GREENSTONE LTD,,,,,,"$494,773 ","$301,625 "
PIROXICAM,O ORALS,GENERIC,GSMS INC.,,,"$344,413 ","$62,970 ","$124,449 ","$209,815 ","$146,286 "
PIROXICAM,O ORALS,GENERIC,MAJOR PHARM,$694 ,"$1,308 ",,,,,
PIROXICAM,O ORALS,GENERIC,MFR NOT STATED,"$11,340 ","$1,876 ",$230 ,,,,
PIROXICAM,O ORALS,GENERIC,MYLAN,"$210,336 ","$1,174 ",$80 ,,,,
PIROXICAM,O ORALS,GENERIC,MYLAN INSTITUTION,"$3,602 ",,,,,,
PIROXICAM,O ORALS,GENERIC,NOSTRUM PHARM,,"$19,054,607 ","$12,128,080 ","$13,329,216 ","$11,708,001 ","$10,756,938 ","$2,439,943 "
PIROXICAM,O ORALS,GENERIC,REPACKAGER,"$10,393 ",$894 ,,,,,
PIROXICAM,O ORALS,GENERIC,TEVA PHARMACEUTICA,"$1,625,455 ","$26,025,525 ","$36,153,618 ","$34,201,580 ","$27,911,020 ","$21,862,497 ","$5,135,561 "
PIROXICAM,Y ALL OTHERS,GENERIC,LETCO MED,,$230 ,"$3,689 ","$20,042 ","$52,522 ","$63,904 ","$16,777 "
PIROXICAM,Y ALL OTHERS,GENERIC,MEDISCA INC,,$386 ,,,"$2,217 ","$1,304 ","$1,178 "
PITAVASTATIN,O ORALS,BRAND,KOWA PHARM,,"$13,750,597 ","$66,696,828 ","$114,337,918 ","$142,159,463 ","$170,159,090 ","$47,400,845 "
PLERIXAFOR,I INJECTABLES,BRAND,GENZYME CORP,"$1,341,779 ","$42,065,279 ","$66,812,388 ","$82,230,879 ","$85,522,698 ","$96,995,310 ","$26,276,143 "
PLUM TREE!SENNOSIDES A&B,O ORALS,OTHER,GARDEN HOUSE USA,"$1,350,000 ","$2,042,346 ","$1,975,636 ","$2,251,493 ","$2,159,463 ","$2,261,338 ","$434,017 "
PNEUMOCOCCAL VACCINE,I INJECTABLES,BRAND,MERCK & COMPANY,"$204,255,902 ","$295,617,633 ","$376,359,243 ","$445,127,597 ","$473,863,326 ","$516,535,933 ","$100,720,634 "
PODOPHYLLIN,D DERMATOLOGICALS,BRANDED GENERIC,PADDOCK LABS INC,"$512,375 ","$800,144 ","$890,119 ","$878,930 ","$764,430 ","$754,818 ","$169,396 "
PODOPHYLLIN,D DERMATOLOGICALS,GENERIC,HUMCO,"$11,198 ","$11,695 ","$8,109 ","$5,172 ","$1,748 ",,
PODOPHYLLIN,Y ALL OTHERS,GENERIC,AMEND,$58 ,,,,,,
PODOPHYLLIN,Y ALL OTHERS,GENERIC,LETCO MED,,"$2,165 ","$4,079 ","$3,437 ","$5,781 ","$7,206 ",$357 
PODOPHYLLIN,Y ALL OTHERS,GENERIC,MEDISCA INC,,,,,"$2,078 ","$2,589 ",$216 
PODOPHYLLIN,Y ALL OTHERS,GENERIC,PROFESSIONAL CO,,,,,"$1,670 ",,
PODOPHYLLOTOXIN,D DERMATOLOGICALS,BRAND,ACTAVIS,"$12,419,526 ","$18,238,872 ","$16,735,692 ","$15,868,698 ","$14,973,517 ","$14,866,622 ","$2,160,292 "
