Molecule,Form,Type,Product,Strength,2009_Sales,2010_Sales,2011_Sales,2012_Sales,2013_Sales,2014_Sales,2015_Sales
MORPHINE,O ORALS,GENERIC,MORPHINE SULF,45MG,,,,,,"$1,969,657 ","$621,241 "
MORPHINE,O ORALS,GENERIC,MORPHINE SULF,50MG,,,"$2,262,041 ","$17,784,515 ","$14,611,696 ","$11,867,850 ","$2,494,664 "
MORPHINE,O ORALS,GENERIC,MORPHINE SULF,60MG,"$22,018,380 ","$44,394,759 ","$49,929,223 ","$74,538,645 ","$84,792,770 ","$151,565,138 ","$36,109,846 "
MORPHINE,O ORALS,GENERIC,MORPHINE SULF,75MG,,,,,,"$1,834,854 ","$516,958 "
MORPHINE,O ORALS,GENERIC,MORPHINE SULF,80MG,,,"$2,059,875 ","$17,070,901 ","$15,919,893 ","$13,706,260 ","$2,983,842 "
MORPHINE,O ORALS,GENERIC,MORPHINE SULF,90MG,,,,,,"$8,182,057 ","$2,491,916 "
MORPHINE,Y ALL OTHERS,GENERIC,MORPHINE SULF,100%,,"$1,316 ",,,,,
MORPHINE,Y ALL OTHERS,GENERIC,MORPHINE SULF,N/A,"$50,938 ","$88,191 ","$141,891 ","$95,723 ","$145,094 ","$91,628 ","$18,095 "
MORPHINE!NALTREXONE,O ORALS,BRANDED GENERIC,EMBEDA,100-4MG,"$1,900,910 ","$12,527,807 ","$3,539,634 ","$1,472 ",,,"$112,686 "
MORPHINE!NALTREXONE,O ORALS,BRANDED GENERIC,EMBEDA,20-0.8MG,"$2,404,304 ","$12,574,466 ","$3,121,584 ",,,,"$224,809 "
MORPHINE!NALTREXONE,O ORALS,BRANDED GENERIC,EMBEDA,30-1.2MG,"$2,202,719 ","$12,702,918 ","$3,343,367 ",,,,"$260,205 "
MORPHINE!NALTREXONE,O ORALS,BRANDED GENERIC,EMBEDA,50-2MG,"$1,643,244 ","$10,894,490 ","$2,539,915 ",,,,"$97,153 "
MORPHINE!NALTREXONE,O ORALS,BRANDED GENERIC,EMBEDA,60-2.4MG,"$1,842,876 ","$11,414,284 ","$2,966,971 ",,,,"$127,711 "
MORPHINE!NALTREXONE,O ORALS,BRANDED GENERIC,EMBEDA,80-3.2MG,"$1,174,545 ","$8,052,475 ","$1,998,356 ",,,,"$89,192 "
MORRHUIC ACID,I INJECTABLES,GENERIC,SOD MORRHUATE,50MG/ML,"$534,206 ","$975,560 ","$984,951 ","$54,103 ",,,
MOUTH WASHES,M MOUTH & THROAT,OTHER,ACT,N/A,"$555,751 ","$1,074,921 ","$894,422 ","$1,651,548 ","$721,268 ","$562,803 ","$142,214 "
MOUTH WASHES,M MOUTH & THROAT,OTHER,ANTI-PLAQUE DENTAL,N/A,"$885,118 ","$543,691 ","$558,263 ","$526,245 ","$527,459 ","$510,076 ","$139,035 "
MOUTH WASHES,M MOUTH & THROAT,OTHER,ASTRINGOSOL,N/A,"$16,458 ","$40,346 ","$36,044 ","$29,368 ","$30,270 ","$27,463 ","$5,266 "
MOUTH WASHES,M MOUTH & THROAT,OTHER,BIOTENE,N/A,,,"$117,887 ","$906,176 ","$788,002 ","$932,702 ","$245,182 "
MOUTH WASHES,M MOUTH & THROAT,OTHER,PAINALAY,0.50%,$296 ,$225 ,$12 ,$16 ,,,
MOUTH WASHES,M MOUTH & THROAT,OTHER,PLAX,N/A,"$37,124 ","$146,332 ","$233,127 ","$110,567 ",$29 ,,
MOUTH WASHES,M MOUTH & THROAT,OTHER,PLAX,SOFT MINT,"$982,029 ","$878,933 ","$614,566 ","$562,632 ","$581,361 ","$633,687 ","$128,474 "
MOUTH WASHES,N NASAL,OTHER,ALKALOL,N/A,"$463,190 ","$942,921 ","$935,929 ","$1,113,068 ","$1,172,676 ","$929,488 ","$352,258 "
MOUTH WASHES,M MOUTH & THROAT,BRAND,MUGARD,N/A,,"$6,709 ","$97,766 ","$46,883 ","$492,834 ","$1,940,469 ","$549,205 "
MOXIFLOXACIN,P OPHTHALMICS,BRANDED GENERIC,MOXEZA,0.50%,,,"$12,684,931 ","$30,657,018 ","$35,349,598 ","$37,475,502 ","$13,906,980 "
MOXIFLOXACIN,P OPHTHALMICS,BRANDED GENERIC,VIGAMOX,0.50%,"$117,721,336 ","$285,238,648 ","$290,150,956 ","$281,224,923 ","$275,094,098 ","$272,397,987 ","$82,192,879 "
MOXIFLOXACIN,I INJECTABLES,BRAND,AVELOX IV,400MG/250ML,"$12,898,291 ","$26,318,049 ","$30,821,857 ","$20,179,055 ","$12,524,566 ","$9,961,213 ","$1,631,357 "
MOXIFLOXACIN,O ORALS,BRAND,AVELOX,400MG,"$201,984,128 ","$376,590,980 ","$350,918,849 ","$238,242,747 ","$194,651,429 ","$30,891,259 ","$974,030 "
MOXIFLOXACIN,O ORALS,BRAND,AVELOX ABC PACK,400MG,"$2,175,614 ","$4,380,717 ","$4,014,655 ","$2,919,280 ","$2,776,327 ","$1,061,073 ","$26,166 "
MOXIFLOXACIN,O ORALS,GENERIC,MOXIFLOXACIN HCL,400MG,,,,,,"$55,190,970 ","$13,216,718 "
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,ACETEST,N/A,"$99,240 ","$241,010 ","$525,557 ","$249,242 ","$154,450 ","$239,594 ","$4,555 "
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,ALBUSTIX,N/A,"$128,473 ","$288,114 ","$207,057 ","$196,102 ","$178,639 ","$161,686 ","$38,330 "
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,BILI-LABSTIX,N/A,$91 ,,,,,,
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,CHEK-STIX,N/A,"$45,182 ","$85,072 ","$94,562 ","$75,231 ","$86,598 ","$74,523 ","$19,352 "
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,CHEMSTRIP,N/A,"$41,582 ","$85,901 ","$76,527 ","$72,536 ","$40,419 ",$295 ,
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,CHEMSTRIP MICRAL,N/A,"$810,652 ","$1,617,111 ","$1,609,094 ","$1,632,005 ","$1,534,482 ","$1,299,366 ","$213,434 "
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,CLEARPLAN EASY FERTILITY,N/A,"$7,146 ","$15,482 ","$8,020 ","$14,159 ","$8,504 ","$1,205 ",
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,CLINISTIX,N/A,"$142,869 ","$337,309 ","$85,803 ",$589 ,$613 ,$200 ,
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,CLINITEST,N/A,"$132,016 ","$143,184 ","$155,383 ","$181,073 ","$151,235 ","$82,303 ","$10,167 "
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,COMBISTIX,N/A,"$57,226 ","$109,839 ","$83,074 ","$47,475 ","$26,105 ","$18,637 ","$3,718 "
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,DIASCREEN GLUCOSE,N/A,"$7,927 ","$20,023 ","$20,649 ","$22,727 ","$23,972 ","$3,295 ",
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,DIASTIX,N/A,"$181,472 ","$422,489 ","$467,744 ","$404,544 ","$319,599 ","$221,607 ","$58,814 "
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,HEMA-COMBISTIX,N/A,"$124,062 ","$250,677 ","$240,262 ","$204,099 ","$138,428 ","$138,489 ","$29,546 "
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,HEMASTIX,N/A,"$85,020 ","$152,899 ","$143,337 ","$120,377 ","$106,951 ","$101,404 ","$27,205 "
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,ICTOTEST,N/A,"$508,180 ","$748,037 ","$597,262 ","$383,223 ","$9,388 ","$189,956 ","$8,513 "
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,KETO-DIASTIX,N/A,"$580,468 ","$1,199,637 ","$1,214,258 ","$1,094,194 ","$701,939 ","$691,694 ","$176,083 "
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,KETOSTIX,N/A,"$1,765,132 ","$3,511,919 ","$3,596,317 ","$3,026,308 ","$2,922,983 ","$3,004,099 ","$780,390 "
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,LABSTIX,N/A,"$39,602 ","$71,041 ","$49,097 ","$36,009 ","$19,505 ","$15,274 ","$3,939 "
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,MULTISTIX,N/A,"$16,294,505 ","$28,419,911 ","$27,108,959 ","$26,568,920 ","$23,347,690 ","$21,346,071 ","$4,441,921 "
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,MULTISTIX PRO,N/A,"$5,440,159 ","$10,864,750 ","$11,736,536 ","$11,674,649 ","$10,034,431 ","$8,685,027 ","$1,778,913 "
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,NITRATEST PAPER,N/A,"$654,629 ","$1,287,266 ","$1,201,994 ","$1,018,241 ","$1,077,778 ","$874,578 ","$180,519 "
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,N-MULTISTIX,N/A,$64 ,,,,,,
MULTIPLE URINE TESTS,Y ALL OTHERS,OTHER,URISTIX,N/A,"$628,565 ","$1,054,573 ","$1,023,375 ","$981,466 ","$887,041 ","$785,419 ","$136,725 "
MULTIPLE URINE TESTS!OTHER TESTS,Y ALL OTHERS,OTHER,CHEMSTRIP,N/A,"$5,056,473 ","$9,171,643 ","$5,619,201 ","$4,945,184 ","$4,459,112 ","$4,349,475 ","$944,419 "
MULTIVITAMINS,I INJECTABLES,BRANDED GENERIC,INFUVITE ADULT,N/A,"$1,861,885 ","$6,128,647 ","$7,784,572 ","$8,906,121 ","$3,469,786 ","$69,614 ",
MULTIVITAMINS,I INJECTABLES,BRANDED GENERIC,INFUVITE PED,N/A,"$3,595,856 ","$9,245,730 ","$8,707,114 ","$12,372,502 ","$16,953,776 ","$13,707,449 ","$3,750,409 "
MULTIVITAMINS,I INJECTABLES,BRANDED GENERIC,MVI-ADULT,N/A,"$5,941,180 ","$2,331,384 ",$41 ,,,,"$187,077 "
MULTIVITAMINS,O ORALS,BRANDED GENERIC,ENLYTE,8.73-1.5MG,,,"$22,787 ","$379,350 ","$619,336 ","$1,430,941 ","$480,726 "
MULTIVITAMINS,O ORALS,OTHER,GLYCOTROL,N/A,$39 ,,,,,,
MULTIVITAMINS,O ORALS,OTHER,TAB-A-VITE,N/A,,,"$4,327 ",,,,
MULTIVITAMINS & MINERALS,I INJECTABLES,BRANDED GENERIC,INFUVITE ADULT,N/A,"$6,613,683 ","$18,693,016 ","$21,143,227 ","$22,070,824 ","$22,421,463 ","$24,435,327 ","$6,607,636 "
MULTIVITAMINS & MINERALS,I INJECTABLES,BRANDED GENERIC,INFUVITE PED,N/A,"$2,057,355 ","$4,327,206 ","$4,641,716 ","$1,978,214 ","$2,072 ","$838,110 ","$448,078 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,ADVANCED NATALCARE,90-50-1MG,$277 ,,,,,,
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,B-NEXA,40-1.2-100MG,,,,"$595,330 ","$5,220 ",,
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,CENTAMIN,N/A,"$13,602 ","$35,165 ","$78,606 ","$133,758 ","$133,926 ","$125,281 ","$32,526 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,DIALYVITE SUPREME D,3MG-2000,,$211 ,"$11,867 ","$27,740 ","$28,497 ","$23,790 ","$5,778 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,ELITE-OB 400,35-5-1.2MG,,"$14,750 ","$1,133,358 ","$209,602 ",$123 ,,
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,HEMATOGEN,N/A,"$61,606 ","$110,018 ","$32,133 ","$37,463 ","$36,245 ","$33,543 ","$7,329 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,HEMATOGEN FA,200-250MG,"$35,297 ","$67,692 ","$75,968 ","$29,739 ","$9,990 ","$13,381 ","$2,629 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,HEMATOGEN FORTE,460-60MG,"$76,861 ","$142,083 ","$136,169 ","$118,159 ","$55,946 ","$27,870 ","$6,119 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,HEMENATAL OB,28-6-1MG,,,,"$56,010 ","$129,097 ","$73,134 ","$12,359 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,INFANATE BALANCE,N/A,,,,,"$5,336 ","$30,935 ","$2,284 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,MACNATAL CN DHA,28-1-50MG,,,"$22,330 ","$562,022 ","$439,773 ","$249,749 ","$49,108 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,MACUTEK,N/A,$40 ,"$20,018 ","$18,930 ","$2,027 ",,,
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,NICADAN,800-10-100MG,,,,,,"$1,103,935 ","$362,720 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,OB COMPLETE,20-1-100MG,,,"$183,111 ","$76,194 ","$118,655 ","$8,707 ",
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,OB COMPLETE ONE,40-10-1MG,,,"$7,089,157 ","$11,690,000 ","$7,806,919 ","$5,612,981 ","$1,231,616 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,OB COMPLETE PETITE,35-5-1MG,,,,,"$1,517,910 ","$4,953,590 ","$1,198,038 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PHLUORIVIT,0.25MG/ML,,"$73,114 ","$193,186 ",$8 ,,,
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PHLUORIVIT,0.5MG/ML,,"$15,706 ","$31,699 ",$17 ,,,
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PHLUORIVIT/FE,0.25MG/ML,,"$21,131 ","$50,152 ",$22 ,,,
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PNV-DHA/DOCUSATE,27-1.25-55MG,,"$718,878 ","$837,292 ","$622,150 ","$393,255 ","$367,414 ","$72,047 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PODIAPN,35-5-2-300MG,,,,,"$160,146 ","$693,164 ","$217,466 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PRENAISSANCE BALANCE,30-1-50MG,,,,"$63,855 ","$84,986 ","$9,659 ",$487 
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PRENAISSANCE NEXT,1.2-40-100MG,,,,"$25,310 ","$26,198 ","$3,779 ","$1,645 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PRENATAL PLUS,27-1MG,,,,,,"$2,003,484 ","$1,399,703 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PRENATAL PLUS IRON,N/A,,,,$83 ,"$15,490 ","$99,510 ","$44,657 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PRENATE MINI,18-1-350MG,,,,,,,"$26,159 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PRENATE MINI,29-1-350MG,,,,"$2,632,570 ","$12,438,339 ","$20,318,046 ","$5,484,461 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PREPLUS,27-1MG,,,,,,"$2,683,138 ","$310,002 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PROTECT PLUS NR,0.5MG,,,$11 ,$10 ,,,
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,RELNATE DHA,28-1-200MG,,,$915 ,"$244,294 ","$453,052 ","$404,507 ","$65,206 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,TARON-BC,20-1-25MG,,$28 ,"$136,446 ","$218,484 ","$125,176 ","$24,076 ","$5,407 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,TARON-CRYSTALS,1002-3300MG,,$291 ,"$34,601 ","$42,421 ",,,
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,TRIPHLUORIVIT,0.25MG/ML,,"$23,743 ","$63,176 ",,,,
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,VICA-FORTE,N/A,"$31,167 ","$64,667 ","$21,939 ",$46 ,,,
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,VINATE DHA RF,27-1.13MG,,,,,,"$39,337 ",$334 
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,VINATE ULTRA,90-1MG,"$207,776 ","$471,093 ","$394,825 ","$98,141 ","$88,781 ","$12,165 ",
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,VITACON FORTE,N/A,$35 ,$1 ,,,,,
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,VITAFOL ULTRA,29-1-200MG,,,,,"$1,336,208 ","$22,353,706 ","$9,669,843 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,VITAFOL-NANO,18-0.6-0.4MG,,,,,,"$664,001 ","$689,568 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,VITAFOL-PN,N/A,"$74,734 ","$148,169 ","$134,934 ","$156,756 ","$136,029 ",$641 ,
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,VP-GGR-B6,1.2-40-100MG,,,,"$39,350 ","$80,961 ","$29,439 ","$2,995 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,VP-PNV-DHA,28-1-200MG,,,,"$1,873,731 ","$4,695,589 ","$2,789,523 ","$442,548 "
MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,ZATEAN-CH,27-1-50MG,,"$14,739 ","$1,157,218 ","$758,898 ","$367,541 ","$255,493 ","$59,929 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,AIRBORNE,N/A,,,,,"$260,603 ","$186,121 ","$17,961 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,AIRBORNE,STR UNSP,,,,,$719 ,"$43,655 ","$1,074 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,AIRBORNE DLY HLTH BST,N/A,$453 ,$22 ,,,,,
MULTIVITAMINS & MINERALS,O ORALS,OTHER,BRAIN STRONG PRENATAL,N/A,,,"$117,352 ","$2,204,820 ","$816,415 ","$762,103 ","$261,556 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,CENTRUM F/F,N/A,"$32,627 ","$16,578 ",,,,,
MULTIVITAMINS & MINERALS,O ORALS,OTHER,CENTRUM SPECLST VISION,N/A,,,,"$10,672 ","$549,754 ","$60,591 ",$19 
MULTIVITAMINS & MINERALS,O ORALS,OTHER,EMERGEN C BONE HEALTH,N/A,$447 ,$50 ,,,,,
MULTIVITAMINS & MINERALS,O ORALS,OTHER,EMERGEN C JT HEALTH,N/A,"$5,540 ",$126 ,,,,,
MULTIVITAMINS & MINERALS,O ORALS,OTHER,ENFAMIL 24,N/A,,,,,,"$20,376 ","$13,203 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,ENSURE CLEAR,N/A,,,$81 ,"$647,169 ","$3,448,206 ","$4,400,321 ","$1,129,325 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,ICAPS AREDS FORMULA,N/A,,,"$3,395 ","$29,816 ","$33,256 ",$496 ,
MULTIVITAMINS & MINERALS,O ORALS,OTHER,MULTVIT,N/A,,"$4,993 ","$60,532 ","$77,905 ","$96,818 ","$90,541 ","$21,284 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,MULTVIT/MIN/FE/FA/LUT,8-400-300MG,,,,,"$47,045 ","$70,296 ","$19,663 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,ONE-A-DAY ENERGY,N/A,,,,,"$183,398 ","$1,015,569 ","$124,328 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,ONE-A-DAY VITACRAVES,200MCG,,,"$1,085 ","$2,276,053 ","$1,511,035 ","$610,525 ","$90,553 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,ONE-A-DAY VITACRAVES,N/A,,,"$8,599,578 ","$5,081,885 ","$2,875,981 ","$1,086,642 ","$246,529 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,PIVOT,N/A,"$352,233 ","$1,772,154 ","$1,860,893 ","$1,972,141 ","$2,186,027 ","$1,272,791 ","$197,397 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,PREGNITUDE,0.2-2000MG,,,,"$190,769 ","$344,079 ","$345,080 ","$53,061 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,PRENATAL,N/A,"$1,574 ","$3,769 ","$6,487 ","$8,293 ","$13,450 ","$14,593 ","$4,294 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,PRENATAL DHA,200MG,,,,$132 ,"$2,056 ","$20,064 ","$5,055 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,PRENATAL FORM/FE,N/A,"$36,032 ","$87,204 ","$84,478 ","$50,107 ","$12,958 ",,
MULTIVITAMINS & MINERALS,O ORALS,OTHER,PRENATAL/CA/FE/FA,N/A,"$3,119 ","$5,067 ","$5,252 ","$4,114 ","$5,841 ","$5,698 ","$1,900 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,PRESERVISION AREDS 2,250-2.5MG,,,"$1,010,623 ","$8,167,838 ","$9,455,951 ","$9,619,925 ","$3,491,799 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,PRESERVISION LUTEIN,N/A,,,"$2,384 ","$478,995 ","$580,466 ","$665,464 ","$152,198 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,PRO NUTRIENTS OMEGA 3,N/A,,,"$139,291 ","$545,829 ","$865,958 ","$186,468 ","$3,405 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,PRO NUTRIENTS PROBIOTIC,N/A,,,"$21,709 ","$35,211 ","$15,833 ",$75 ,
MULTIVITAMINS & MINERALS,O ORALS,OTHER,PROBIOTIC,STR UNSP,,,,,"$278,666 ","$108,827 ","$2,439 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,PROBIOTIC,ULTRA STRENGTH,,,,,,"$2,678 ",
MULTIVITAMINS & MINERALS,O ORALS,OTHER,PRORENAL QD,N/A,,,,"$16,592 ","$22,393 ","$31,586 ","$8,705 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,RENAPLEX-D,N/A,,,"$1,147 ","$11,649 ","$3,054 ","$11,664 ","$4,970 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,RESOURCE OPTISOURCE,N/A,,,,"$8,689 ","$12,176 ","$13,310 ","$2,581 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,RESURGEX,12G-90KCAL,$44 ,$87 ,,,,,
MULTIVITAMINS & MINERALS,O ORALS,OTHER,STUART ONE,27-800-200MG,,,,,"$671,576 ","$73,713 ","$1,651 "
MULTIVITAMINS & MINERALS,O ORALS,OTHER,SUPER B COMPLEX MAXI,N/A,,$291 ,"$2,417 ","$2,061 ","$2,360 ","$2,897 ",$861 
MULTIVITAMINS & MINERALS,O ORALS,OTHER,UTYMAX,N/A,,,,$151 ,"$12,948 ","$24,467 ","$6,527 "
MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,CAVAN-HEME OMEGA,22-6-1-200MG,,"$353,768 ","$305,004 ","$1,185 ",,,
MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,CORENATE-DHA,35-1-50MG,,"$2,037 ","$457,254 ","$1,380 ",,,
MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,HEMENATAL OB+DHA,26-6-1-203MG,,,,"$212,545 ","$559,937 ","$280,564 ","$63,683 "
MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,NESTABS ABC,32-1-120MG,,,,,,"$564,066 ","$519,216 "
MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,VIRT-BAL DHA PLUS,26-1-374MG,,,,"$16,828 ","$34,162 ",,
MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,OTHER,CENTRUM SPECLST PRENATAL,N/A,,,"$20,117 ","$30,065 ","$826,554 ","$867,854 ","$178,745 "
MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,OTHER,ONE A DAY PRENATAL,28-800-223MG,,,,,"$2,510,112 ","$5,259,629 ","$2,254,143 "
MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,OTHER,PRENATAL DHA+COMPLETE,30-975-300MG,,,,$88 ,$366 ,,
MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,OTHER,SIMILAC PRENATAL,27-800-200MG,,,,"$200,780 ","$1,168,252 ","$1,148,929 ","$282,424 "
MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,OTHER,VINACAL B,20-1-25MG,,,,,"$3,516 ","$21,421 ","$1,313 "
MULTIVITAMINS & MINERALS,T OTHER TOPICALS,BRANDED GENERIC,BAL-CARE DHA ESSENTIAL,27-1-374MG,,,,"$7,823 ","$6,243 ",$451 ,
MULTIVITAMINS & MINERALS,O ORALS,BRAND,TOZAL,3.33-200MG,,"$8,878 ","$378,984 ","$709,207 ","$877,783 ","$882,534 ","$225,620 "
MULTIVITAMINS & MINERALS,O ORALS,GENERIC,MULTIVITAMINS,1000-800MG,,,,,,"$7,430 ","$5,657 "
MULTIVITAMINS & MINERALS,O ORALS,GENERIC,MULTIVITAMINS,500U-400MCG/ML,,,,,$34 ,"$4,360 ","$2,775 "
MULTIVITAMINS & MINERALS,O ORALS,GENERIC,PRENATAL CARE,40-1MG,"$121,809 ","$286,305 ","$231,509 ","$232,344 ","$32,311 ",,
MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,GENERIC,PRENAISSANCE HARMONY DHA,26-1-374MG,,,,$468 ,"$23,170 ","$1,556 ",
MULTIVITAMINS & MINERALS!NUTRITIONAL SUPPLEMENTS,O ORALS,OTHER,BOOST,BUTRSCOTCH,"$44,612 ","$76,532 ","$58,458 ","$12,658 ",,,
MULTIVITAMINS & MINERALS!NUTRITIONAL SUPPLEMENTS,O ORALS,OTHER,BOOST,CHOCOLATE,"$148,602 ","$244,956 ","$215,052 ","$174,444 ","$187,143 ","$172,410 ","$47,312 "
MULTIVITAMINS & MINERALS!NUTRITIONAL SUPPLEMENTS,O ORALS,OTHER,BOOST,VANILLA,"$201,712 ","$364,232 ","$330,354 ","$277,996 ","$275,032 ","$258,694 ","$66,443 "
MULTIVITAMINS & MINERALS!NUTRITIONAL SUPPLEMENTS,O ORALS,OTHER,BOOST HIGH PROTEIN,RICH CHOCOLATE,,,,,,"$910,397 ","$51,087 "
MULTIVITAMINS & MINERALS!NUTRITIONAL SUPPLEMENTS,O ORALS,OTHER,MET-RX,XTRM CHOCOLATE,$328 ,,,,,,
MULTIVITAMINS & MINERALS!NUTRITIONAL SUPPLEMENTS,O ORALS,OTHER,OXEPA,CHOCOLATE,"$83,479 ","$119,170 ","$104,276 ","$44,880 ","$49,817 ","$51,214 ","$11,902 "
MULTIVITAMINS & MINERALS!SODIUM,O ORALS,GENERIC,MULTVIT/FL,0.25MG,"$11,023 ","$44,522 ","$42,162 ","$1,423 ",$106 ,$28 ,
MULTIVITAMINS & MINERALS!SODIUM,O ORALS,GENERIC,MULTVIT/FL,0.25MG/ML,,,,,,"$507,000 ","$531,020 "
